,sent,preds
3470,A school in Texas banned Spanish and beat Mexican American students who dared,1
3471,Hockey fans brutally punch & kick gay man outside of arena after game,1
3472,"The horse is dead, stop beating it.",1
3473,China wins 1st gold of home Olympics in short track relay,0
3474,Correct.,0
3475,How pathetic.,1
3476,Maybe Aunt Jemima should be washing her hands more often while on the assembly line.,0
3477,South Asian Neighborhood in Queens Seeks to Unify Its Political Power,0
3478,"great hockey, Canada played really well",0
3479,COVID-19: Woman fined for gathering with 14 other people at Chinese New Year celebration last year,0
3480,"Summit provides space for black, Latino men on campus",0
3481,Agreed.,0
3482,"I Tried Going To A Queer Alcoholics Anonymous Meeting After Being Sober For 30 Days, And It Was Incredibly Eye-Opening",0
3483,I also think they look like Dr. Seuss trees.,0
3484,"Lesbian art teacher, 33, wins $100,000 settlement after suing school district",0
3485,"Big wage gap among factors hindering Latino economic mobility, report finds",0
3486,"Conversations are too often just talk, not dialogue, but too much framed in presumptive understandings by people in self-affirming worlds of closed thinking.",0
3487,India Sweets and Spices is too heavy-handed on satire,0
3488,Exceptional Family Drama and Lesbian Romance Marte Um Fights for Kindness,0
3489,Investment exec explains why Indian govt wants to 'tax the hell' out of crypto,1
3490,On Wednesday Hawaii News Now reported the selection of possible panel/committee individuals nominated to choose the new Chief of Police.,0
3491,"Hi Chad, now that Tokuda has been officially removed, what are the names of the 13 who signed the resolution to remove her?",0
3492,NLBM to celebrate Negro League HOFers,0
3493,Sake Dean Mahomet: the Muslim trailblazer who opened London's first curry house,0
3494,Why are we interfering in Hungary's internal affairs?,0
3495,Growing Up Black and Queer - HRC,0
3496,"Oregon Appeals Court overturns decision denying trans prisoner’s legal sex, name change",0
3497,Kashmir after 29 months of Modi’s annexation,0
3498,Meet Your Maker: Leo Bañuelos infuses queer identity into his skateboard films,1
3499,Doctors Debate Whether Trans Teens Need Therapy Before Hormones,0
3500,This is the most incompetent and directionless government in Canadian history.,1
3501,The Gentlemen And The C-Word: Watch The Cast React To The Movie's Profanity,0
3502,Sword wasn't aware of the lawsuit?,0
3503,He bought the 4 tickets and he can use them as he see's fit.,0
3504,"""Pebble believes the project has a better chance of development following Donald Trump's election as president and his appointment of Scott Pruitt as EPA head.""",0
3505,John Lanchester · 'Succession' · LRB 19 November 2019,0
3506,Why is the retirement plan based on needing $60k per year?,0
3507,a lot of people signed up just to stop Kevin O,0
3508,St. Louis County To Pay $10.25 Million To Settle Wildhaber's Gay Discrimination Suit,0
3509,Let us know about the overwhelming part.,0
3510,""" She’s starting a new political group to oppose Donald Trump’s policies,""
------------------
Will the group be more open to political perspectives that are demonstrably more likely to bring the buffoon down than the Democratic Party establishment ?",0
3511,any alternative to rail is short sighted and will only hold off the inevitable for a few years.,0
3512,Government: quit throwing our good money after bad!,1
3513,"LIDS ANNOUNCES FIRST OF ITS KIND RETAIL PARTNERSHIP WITH THREE HISTORIC BLACK SPORTS INSTITUTIONS: THE NEGRO LEAGUES BASEBALL MUSEUM, BLACK FIVES, AND HARLEM GLOBETROTTERS",0
3514,City and community work to preserve Montopolis Negro School,0
3515,Public history classes teach more about Islam than about any other religion.,0
3516,"Here's what it's like to visit Cubbyhole, NYC's best-known lesbian bar",1
3517,The most entertaining and binge-worthy queer content arriving in January,0
3518,And one of the first things kids will learn is that if you are a white middle-class female you won't have to worry about the punishments a young blue-collar male might have faced.,0
3519,"In the eyes of the president, anything that restricts mining, drilling, grazing, logging, and the building of a Trump Tower and golf course, no matter how beautiful the area, must be ""a massive federal land grab"".",0
3520,"Best Bisexual Dating Sites for Straight, Questioning, and Polyamorous Singles & Couples",0
3521,"""Soccer Schools' in Germany start with identification & promotion of 6 year olds, local sports clubs are visited by talent hunters, by the time youth are 17 or 18 years old, only the best make it to the top, irrespective of skin colour or any other irrelevant facts.",0
3522,The Queer Corner | The perks of taking your time,0
3523,$23billion of liability and only a minuscule fraction of that amount held as security.,0
3524,Are non binary people trans?,0
3525,When asserting your rights during  airline travel involves having your kids taken away.,1
3526,SUNS LEGACY PARTNERS CELEBRATE BLACK HISTORY WITH MONTH OF DEDICATED INITIATIVES,0
3527,It's Christy.,0
3528,and_eventually_cooperative_ownership,0
3529,Older white men have to eat and also frequent restaurants.,0
3530,"It is clear that the State of Oregon needs a board whose purpose is to license people to be on state boards, and so on ad infinitum, because government regulation is the essence of all that is good and just, and gives purpose and safety to our otherwise meaningless and precarious lives.",0
3531,Man poops out of penis due to rare condition,1
3532,The downtown Eugene ambiance just keeps improving!,0
3533,"In the Last 3 Months, the Word 'Faggot' Has Been Tweeted 2.6 Million Times",1
3534,The Chart-Topping Songs of Disney’s ‘Encanto’ Give Latino Families a Voice,0
3535,"Main thing is unlike America, Canada does not have strong technology base.",0
3536,Lessons about 9/11 often provoke harassment of Muslim students,0
3537,Apples and oranges.,0
3538,"BC Liberals vs Health Care Workers

In 2012 the Liberal government wrongly and summarily dismissed eight government health ministry workers, accusing them of criminal breach of trust.",0
3539,Here's How Funny Boy Has Opened Doors for South Asian Cinema,0
3540,I stand corrected.,0
3541,Hungry children surrounded by Catholic priests?,0
3542,"Hansa Dave Obituary (1931 - 2022) - Madison, WI - Madison.com",0
3543,Very glad the Trump Administration is doing this review.,0
3544,To be sure the only party capable of running BC and maintaining an economy that is the envy of Canada are the Liberals.,0
3545,My husband just told me he is bisexual. Should I be worried about our future?,0
3546,"That I know, it was a shameful decision, all the more so that it was 'The Academic Freedom Committee' who were over-ruled.",0
3547,i think she knew she was going to most likely lose her job.,0
3548,It will have way more effect on the price of fruit and vegetables.,0
3549,"Please, please PLEASE can Giggling Max Sword be ousted with Sheehan to take his place as chair of the commission?",0
3550,Black Women in Law Feel Pride and Frustration Ahead of Court Nominee,0
3551,These South Asian collectives are redefining the UK's underground music scene,0
3552,Removal of Rainbow Crosswalk Begins Later this Month for New Progressive Pride Crosswalk,0
3553,What are These Boobies Doing in Maine?,1
3554,"The list of domesticated animals that ""don't belong in Alaska"" is quite lengthy.",0
3555,It seems that campaign managers are targets and that campaign managers don't learn.,0
3556,Great season!,0
3557,I disagree with you in that most were led astray by their doctors.,0
3558,All of the benefits listed in this bizarrely superficial editorial are funded by a speculative housing bubble that is unsustainable.,0
3559,A Frankfurt Shelter Offers Queer Refugees A Much-needed Safe Place,0
3560,"Hep, Hep, Hep A!",0
3561,5 star fish?,0
3562,Strange how suddenly $100 million dollars shows up on a moments notice from some audit or proposed forcast of revenue.,0
3563,You can actually check that out if you want by looking at their financial statements.,0
3564,"If you disagree then you must also know that people aren't ""sent back"" or denied refugee status and deported (which is the actual process).",0
3565,How South Asian Temple Dancers Fought Moral Reform,0
3566,"Doug Saunders,wannabe  member of the ""PROGRESSIVE"" elite.",1
3567,Rudy Gay makes a big first impression on the Utah Jazz: 'He's a hell of a player 26 seasons in',0
3568,"Agreed, gay couples should marry.",0
3569,Language Barriers Hindering COVID-19 Vaccination in Hispanic People,0
3570,"He’s Been a Walleye, a Steelhead, a Griffin, a Komet, a Comet and a Phantom. Now He’s an Olympian.",0
3571,"A Uyghur Skier Became the Face of China’s Winter Olympics. The Next Day, She Vanished From the Spotlight.",0
3572,Latinos own and disown 'Hispanic' in journey to harness identity,0
3573,They are multiplying like rabbits despite the wishes of the women as the men insist on large families.,0
3574,"Leaders at Black colleges alert, undeterred by bomb threats",0
3575,"Waitangi Day short story: Ringawera, part 2",0
3576,One report was that since the older son did not check in he is considered a no show so the seat becomes up for sale for last minute standby passengers and employees.,0
3577,When Hilary Duff's 'That's So Gay' PSA Ended Homophobia,0
3578,I feel sorry for this girl.,0
3579,"Place that bet then, you really can't lose - look at the precedents that you quote.",0
3580,"mm lets see,, liberals who are corrupt but at least support energy projects the province and canada needs, or ndp who will shut down just about every project and not allow any to start,, mmmmmmmm i pick jobs and hold my nose for liberals,, if BC had a brain they would vote conservative but i know that cant win at all, so its best to keep the ndp out",0
3581,"CIVIL COMMENTS BLOCKS FREE SPEECH
CIVIL COMMENTS IS ANTI-AMERICAN
CIVIL COMMENTS IS A TERRORIST ORGANIZATION",1
3582,Good.,0
3583,The article does seem hazy on what the benefits are.,0
3584,Forbes considered Obama to be no friend of Wall Street.,0
3585,Man who threatened to kill Pelosi and Bowser pleads guilty,1
3586,It's only balanced because Clark hides the debt in crown corporations.,0
3587,"As the chair of the Academic Freedom Committee (AFC) at the time of these events, I want to note that it was the AFC who invited him to speak at UCT, and they were not in support of the decision to ""deny their own students"" the opportunity to hear him speak.",0
3588,Gunna Accused of Being Involved in Crypto Scam,0
3589,"For Black History Month, stream these impactful, uplifting movies and TV shows",0
3590,Raum: Daughter Album Review,0
3591,Bride-To-Be Branded 'Homophobic' After Telling Lesbian Sister To Bring Groomsman As 'Date',0
3592,"Raitt, O'Toole or Chong have the best shot in the general election.",0
3593,Commerce Dept. Adds 33 Chinese Companies to Red Flag List,0
3594,Sure Fillon was disqualified from the second round  because he came up third in the first round.,0
3595,if i was a snake i would hunt for a warm place.. like under someones house.. or in there garage.. and i would keep an eye out for a small child or pet.. yummmm,0
